name,rating,card_type,position,nation,league,team,pace,shooting,passing,dribbling,defense,physicality
Stefan Gartenmann,69,common,CB,Denmark,3F Superliga,FC Midtjylland,60,33,56,57,68,77
Ángelo Preciado,69,rare,RB,Ecuador,1A Pro League,KRC Genk,84,59,59,69,63,62
Copete,69,common,CB,Spain,LaLiga Santander,RCD Mallorca,60,33,51,54,71,69
Eddie Segura,69,common,CB,Colombia,Major League Soccer,LAFC,61,30,49,57,68,74
Ömer Ali Şahiner,69,common,RB,Turkey,Süper Lig,Başakşehir,74,67,66,72,62,70
Danny Batth,69,rare,CB,England,EFL Championship,Sunderland,31,23,42,39,69,82
Erik Wekesser,69,rare,LB,Germany,Bundesliga 2,1. FC Nürnberg,73,63,62,66,63,76
Bruno Pirri,69,common,CB,Brazil,LaLiga SmartBank,CD Lugo,65,44,52,59,68,73
Ismaël Boura,69,rare,LWB,France,Ligue 1 Uber Eats,RC Lens,74,47,57,72,63,65
Leo Väisänen,69,rare,CB,Finland,Allsvenskan,IF Elfsborg,72,30,56,59,69,70
Jake Clarke-Salter,69,common,CB,England,EFL Championship,QPR,65,33,51,49,70,73
Andrew Teuten,69,conmebol-libertadores,LB,Uruguay,CONMEBOL Libertadores,Colón,73,48,65,72,64,68
Curtis Good,69,common,CB,Australia,A-League,Melbourne City,57,35,56,58,69,79
Dario Župarić,69,common,CB,Croatia,Major League Soccer,Portland Timbers,47,21,46,56,68,79
Kim Kwang Suk,69,common,CB,Korea Republic,K League 1,Incheon United,49,42,52,54,69,69
Matías Aguirregaray,69,conmebol-libertadores,RB,Uruguay,CONMEBOL Libertadores,Peñarol,67,58,66,66,67,70
Abdelkader Bedrane,69,common,CB,Algeria,Rest of World,Damac FC,61,30,51,53,69,70
Gabriele Angella,69,common,CB,Italy,,,33,37,48,50,72,65
Miguel Ángel Paniagua,69,conmebol-sudamericana,CB,Paraguay,CONMEBOL Sudamericana,Guaireña,53,50,66,58,69,70
Uğur Çiftçi,69,common,LB,Turkey,Süper Lig,Sivasspor,72,50,67,66,65,72
Lucas Rodríguez,69,conmebol-sudamericana,LB,Argentina,CONMEBOL Sudamericana,Independiente,75,57,65,68,65,67
Miguel Brizuela,69,conmebol-libertadores,CB,Argentina,CONMEBOL Libertadores,Vélez Sarsfield,56,37,54,54,68,78
Callum Brittain,69,common,RWB,England,EFL Championship,Blackburn Rovers,80,51,60,68,64,64
Luca Itter,69,common,LB,Germany,Bundesliga 2,Fürth,71,42,62,68,68,62
Million Manhoef,69,common,LWB,Netherlands,Eredivisie,Vitesse,80,58,64,70,60,73
Iván Pillud,69,conmebol-sudamericana,RB,Argentina,CONMEBOL Sudamericana,Racing Club,63,58,65,62,67,74
Lucas Taylor,69,rare,RB,Brazil,Ukrayina Liha,Shakhtar Donetsk,83,62,62,69,63,65
Park Ji Soo,69,common,CB,Korea Republic,K League 1,Sangju Sangmu,71,49,56,60,69,75
Dany Rosero,69,conmebol-sudamericana,CB,Colombia,CONMEBOL Sudamericana,Junior,63,38,52,57,68,80
Wes Burns,69,rare,RWB,Wales,EFL League One,Ipswich,92,63,60,69,58,65
Joaquín Novillo,69,conmebol-libertadores,CB,Argentina,CONMEBOL Libertadores,Colón,64,34,44,49,69,78
Henrique Gomes,69,common,LB,Portugal,Liga Portugal,Gil Vicente,66,43,54,61,68,73
Varela,69,common,CB,Cape Verde Islands,,,61,44,53,59,68,78
Senou Coulibaly,69,rare,CB,Mali,Ligue 2 BKT,Dijon FCO,72,40,51,53,68,77
Fali Candé,69,rare,LWB,Guinea-Bissau,Ligue 2 BKT,FC Metz,84,50,60,65,63,73
Johan Madrid,69,conmebol-libertadores,RB,Peru,CONMEBOL Libertadores,Sporting Cristal,74,43,58,66,66,67
Tapelo Xoki,69,rare,CB,South Africa,Chinese Football Association Super League,Orlando Pirates,75,46,48,59,71,70
Donovan Pines,69,rare,CB,United States,Major League Soccer,D.C. United,71,22,39,45,70,77
Artur Jędrzejczyk,69,common,CB,Poland,PKO Bank Polski Ekstraklasa,Legia Warszawa,57,48,57,60,68,79
Ahmed Sharahili,69,rare,CB,Saudi Arabia,Rest of World,Al Ittihad,74,29,53,59,68,78
José Amo,69,common,CB,Spain,LaLiga SmartBank,SD Ponferradina,59,38,54,61,69,72
Miro Muheim,69,common,LB,Switzerland,Bundesliga 2,Hamburger SV,72,57,66,66,65,67
Roderick Miranda,69,rare,CB,Portugal,A-League,Melb. Victory,38,36,52,52,68,82
Michael Morrison,69,common,CB,England,EFL League One,Portsmouth,41,38,44,45,69,73
Raphael Framberger,69,common,RWB,Germany,Bundesliga,FC Augsburg,81,41,56,58,69,61
Strahinja Pavlović,69,common,CB,Serbia,Österreichische Fußball-Bundesliga,RB Salzburg,59,43,50,61,68,75
Alex Wilkinson,69,common,CB,Australia,A-League,Sydney FC,31,45,54,50,69,76
Sotirios Papagiannopo...,69,common,CB,Sweden,Allsvenskan,AIK,67,39,56,60,66,78
Chris Mavinga,69,rare,CB,DR Congo,Major League Soccer,Toronto FC,83,39,61,61,67,75
Lasse Nielsen,69,rare,CB,Denmark,Allsvenskan,Malmö FF,68,33,53,53,67,80
Aldair Gutiérrez,69,conmebol-libertadores,RB,Colombia,CONMEBOL Libertadores,Deportivo Cali,83,56,56,68,64,59
Franco Ferrari,69,rare,LB,Argentina,,,83,42,61,65,64,60
Lennart Czyborra,69,rare,LB,Germany,Calcio B,Genoa,88,48,60,70,61,67
Alfonso Parot,69,conmebol-libertadores,LB,Chile,CONMEBOL Libertadores,Uni. Católica,70,60,64,65,66,78
Risto Radunović,69,rare,LB,Montenegro,Liga I,FCSB,77,57,63,60,65,78
Bernardo Vital,69,common,CB,Portugal,Liga Portugal,Estoril Praia,64,29,42,39,72,69
Steven Vitória,69,rare,CB,Canada,,,34,55,54,48,69,76
José Moya,69,conmebol-libertadores,CB,Colombia,CONMEBOL Libertadores,Deportes Tolima,43,33,44,46,71,68
Dennis Hadžikadunić,69,common,CB,Bosnia Herzegovina,Allsvenskan,Malmö FF,65,30,47,53,69,73
Luis Segovia,69,conmebol-libertadores,CB,Ecuador,CONMEBOL Libertadores,Independiente DV,71,42,54,55,68,76
Adam Lundqvist,69,common,LB,Sweden,Major League Soccer,Houston Dynamo,69,52,63,63,67,61
Brice Wembangomo,69,rare,LB,Norway,Eliteserien,FK Bodø/Glimt,90,47,57,70,60,72
Léo Andrade,69,common,CB,Brazil,Liga Portugal,Marítimo,65,39,44,46,70,72
Robin Bormuth,69,common,CB,Germany,Bundesliga 2,Kaiserslautern,69,25,40,49,70,73
Tendayi Darikwa,69,rare,RWB,Zimbabwe,EFL Championship,Wigan Athletic,88,50,61,64,62,78
Filip Mladenović,69,common,LB,Serbia,PKO Bank Polski Ekstraklasa,Legia Warszawa,85,63,67,67,61,61
Deng Hanwen,69,common,RB,China PR,,,80,50,62,66,63,67
Ertuğrul Ersoy,69,common,CB,Turkey,Süper Lig,Gaziantep,51,29,45,54,70,75
Michał Pazdan,69,common,CB,Poland,PKO Bank Polski Ekstraklasa,Jagiellonia,47,44,57,55,69,71
Mamadou Fofana,69,common,CB,Mali,Ligue 2 BKT,Amiens SC,64,31,54,61,69,76
Andújar,69,common,CB,Spain,Chinese Football Association Super League,Tianjin JMT,55,34,48,54,69,79
Jakov Medić,69,rare,CB,Croatia,Bundesliga 2,FC St. Pauli,64,48,58,59,67,80
Mark van der Maarel,69,common,CB,Netherlands,Eredivisie,FC Utrecht,58,40,61,62,70,71
Steven Fortes,69,rare,CB,Cape Verde Islands,Ligue 1 Uber Eats,RC Lens,36,40,53,49,69,82
Santiago Bueno,69,common,CB,Uruguay,LaLiga Santander,Girona FC,50,31,46,50,69,75
Isaac Sackey,69,rare,CB,Ghana,,,49,58,57,58,69,82
Igoh Ogbu,69,rare,CB,Nigeria,Eliteserien,Lillestrøm SK,79,39,53,57,68,78
Mads Roerslev,69,common,RWB,Denmark,Premier League,Brentford,69,45,65,66,62,68
Abdu Conté,69,rare,LB,Portugal,Ligue 1 Uber Eats,ESTAC Troyes,73,46,53,67,65,76
Loïc Nestor,69,common,CB,France,Ligue 2 BKT,Grenoble Foot 38,49,45,55,56,69,80
Jacob Barrett Laursen,69,common,LB,Denmark,1A Pro League,Standard Liège,66,52,60,67,66,69
Iván Torres,69,conmebol-libertadores,LB,Paraguay,CONMEBOL Libertadores,Olimpia,76,63,69,66,63,65
Jonas Knudsen,69,rare,LB,Denmark,Allsvenskan,Malmö FF,67,45,62,60,66,76
Antonio Mazzotta,69,common,LB,Italy,,,77,55,64,68,63,68
Federico Gattoni,69,common,CB,Argentina,CONMEBOL Sudamericana,San Lorenzo,68,42,56,55,69,74
Tiago Casasola,69,rare,RWB,Argentina,,,63,51,66,65,67,77
Sam Vines,69,common,LB,United States,1A Pro League,Royal Antwerp FC,77,33,57,63,66,69
Bogdan Vătăjelu,69,rare,RB,Romania,Liga I,Univ. Craiova,84,62,66,70,63,68
Léo Pétrot,69,common,CB,France,Ligue 2 BKT,AS Saint-Étienne,64,32,46,54,70,71
Jan Gyamerah,69,common,RB,Germany,Bundesliga 2,1. FC Nürnberg,71,44,60,68,67,67
Jack Whatmough,69,rare,CB,England,EFL Championship,Wigan Athletic,64,26,48,56,68,80
Jesper Daland,69,common,CB,Norway,1A Pro League,Cercle Brugge,63,40,51,56,69,72
Riccardo Gagliolo,69,common,CB,Sweden,,,67,50,53,63,69,69
Cristian González Tas...,69,common,CB,Uruguay,Liga Portugal,Santa Clara,66,35,55,56,70,72
Aaron Herrera,69,common,RB,United States,Major League Soccer,Real Salt Lake,70,33,63,66,67,74
Stefan Simič,69,common,CB,Czech Republic,Liga Hrvatska,Hajduk Split,45,27,47,56,70,70
Godswill Ekpolo,69,rare,RWB,Nigeria,Allsvenskan,IFK Norrköping,77,37,57,62,65,80
Veysel Sarı,69,common,CB,Turkey,Süper Lig,Antalyaspor,53,53,60,58,70,75
Tomáš Petrášek,69,rare,CB,Czech Republic,PKO Bank Polski Ekstraklasa,Raków,63,45,38,50,67,79
Florian Miguel,69,common,LB,France,LaLiga SmartBank,SD Huesca,70,50,61,67,66,73
Aldair Salazar,69,conmebol-sudamericana,RB,Peru,CONMEBOL Sudamericana,Ayacucho,72,56,61,69,63,67
Gerrit Nauber,69,common,CB,Germany,Eredivisie,Go Ahead Eagles,53,35,43,47,71,73
Michael Boxall,69,rare,CB,New Zealand,Major League Soccer,Minnesota United,56,42,58,57,67,80
Larrys Mabiala,69,rare,CB,DR Congo,Major League Soccer,Portland Timbers,43,44,51,50,68,82
Gijs Smal,69,common,LB,Netherlands,Eredivisie,FC Twente,75,56,69,66,63,70
Luciano Lollo,69,conmebol-libertadores,CB,Argentina,CONMEBOL Libertadores,Estudiantes,32,42,44,47,70,73
Tobias Figueiredo,69,common,CB,Portugal,EFL Championship,Hull City,59,30,47,54,67,77
Riccardo Marchizza,69,rare,LB,Italy,Serie A TIM,Sassuolo,60,30,57,64,69,66
Nikola Boranijašević,69,common,RWB,Serbia,Credit Suisse Super League,FC Zürich,74,49,60,65,64,70
Terence Kongolo,69,common,CB,Netherlands,Ligue 2 BKT,Havre AC,60,42,59,63,69,68
Leonardo Sernicola,69,common,RB,Italy,,,58,40,60,63,67,67
Peter Ankersen,69,common,RB,Denmark,3F Superliga,F.C. København,77,59,64,68,64,69
Maximiliano Caire,69,conmebol-sudamericana,RB,Argentina,CONMEBOL Sudamericana,Oriente Petrolero,72,53,60,68,65,61
Fabian Schleusener,68,common,ST,Germany,Bundesliga 2,Karlsruher SC,76,65,58,67,28,70
Arthur Sales,68,common,ST,Brazil,Liga Portugal,Paços Ferreira,68,68,51,63,23,69
Tony Watt,68,common,ST,Scotland,cinch Premiership,Dundee United,73,69,64,68,47,76
Gustav Engvall,68,common,ST,Sweden,Eliteserien,Sarpsborg 08,70,67,58,69,31,71
Juan Boselli,68,common,ST,Uruguay,Liga Portugal,Gil Vicente,71,68,50,71,23,58
Alhaji Kamara,68,common,ST,Sierra Leone,3F Superliga,Randers FC,79,64,52,67,32,78
Héber,68,common,ST,Brazil,Major League Soccer,New York City FC,65,67,55,65,32,69
Pierre-Yves Hamel,68,common,ST,France,Ligue 2 BKT,Paris FC,50,69,57,64,28,62
Nicolás Cordero,68,common,ST,Argentina,CONMEBOL Sudamericana,Huracán,68,70,65,67,30,68
Ricardinho,68,common,LW,Portugal,Liga Portugal,Santa Clara,69,65,64,69,38,53
George Pușcaș,68,common,ST,Romania,Calcio B,Genoa,66,68,53,64,36,70
Andrei Cordea,68,common,RW,Romania,Liga I,FCSB,85,64,65,70,36,67
Brandon Vazquez,68,common,ST,United States,Major League Soccer,FC Cincinnati,68,66,48,61,34,74
Lawrence Shankland,68,common,ST,Scotland,cinch Premiership,Hearts,70,69,58,66,28,72
Dickson Abiama,68,rare,ST,Nigeria,Bundesliga,Fürth,82,67,43,67,23,63
Robert Mühren,68,common,ST,Netherlands,,,55,72,61,65,41,73
Paulo Azzi,68,rare,LW,Brazil,,,79,66,61,70,34,64
Jordan Rhodes,68,common,ST,Scotland,EFL Championship,Huddersfield,62,70,53,62,39,60
Aldair Rodríguez,68,conmebol-libertadores,ST,Peru,CONMEBOL Libertadores,Alianza Lima,69,67,56,67,30,74
Jorge Recalde,68,conmebol-libertadores,ST,Paraguay,CONMEBOL Libertadores,Olimpia,67,72,50,67,21,63
Aurélien Scheidler,68,common,ST,France,,,51,69,51,62,31,76
Wei Shihao,68,rare,ST,China PR,Chinese Football Association Super League,Guangzhou FC,86,69,65,70,35,65
Manuel Wintzheimer,68,common,ST,Germany,Bundesliga 2,1. FC Nürnberg,66,68,64,67,27,68
Saleh Al Shehri,68,common,ST,Saudi Arabia,Rest of World,Al Hilal,64,66,49,63,28,73
Jamal Thiaré,68,rare,ST,Senegal,Ligue 2 BKT,Havre AC,86,67,56,70,22,70
Moussa Sylla,68,rare,ST,France,Eredivisie,FC Utrecht,82,65,58,71,24,62
Gabriel Torres,68,conmebol-sudamericana,ST,Panama,CONMEBOL Sudamericana,Antofagasta,83,65,60,66,32,73
Björn Bergmann Sigurð...,68,common,ST,Iceland,Eliteserien,Molde FK,72,68,61,70,38,69
Sory Kaba,68,rare,ST,Guinea,3F Superliga,FC Midtjylland,63,67,57,65,31,78
Andrija Novakovich,68,common,ST,United States,Calcio B,Venezia,75,68,49,62,26,67
Johnathan,68,common,ST,Brazil,,,69,70,60,67,37,66
Dario Vizinger,68,common,ST,Croatia,Bundesliga 2,Regensburg,71,70,54,67,28,67
Cristi Bărbuț,68,rare,RW,Romania,Liga I,Sepsi OSK,93,62,59,67,30,57
Per Frick,68,rare,ST,Sweden,Allsvenskan,IF Elfsborg,74,65,58,61,36,83
Aliou Badji,68,rare,ST,Senegal,Ligue 2 BKT,Bordeaux,86,68,42,66,26,83
Martín Prost,68,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,The Strongest,67,70,57,64,31,66
Anthony Uribe,68,conmebol-libertadores,ST,Venezuela,CONMEBOL Libertadores,Dep. Táchira,76,69,46,67,19,68
Adam Idah,68,common,ST,Republic of Ireland,EFL Championship,Norwich,77,68,44,63,23,72
Federico Melchiorri,68,common,ST,Italy,,,74,69,49,65,34,62
Ellis Simms,68,common,ST,England,EFL Championship,Sunderland,74,68,52,65,25,73
Cole Stockton,68,common,ST,England,EFL League One,Morecambe,68,69,52,65,33,79
Rasmus Alm,68,common,RW,Sweden,Allsvenskan,IF Elfsborg,83,62,63,70,38,63
Edward Chilufya,68,rare,RW,Zambia,3F Superliga,FC Midtjylland,88,59,52,72,27,51
Wilfried Kanga,68,common,ST,France,Bundesliga,Hertha Berlin,76,65,59,69,24,78
Michiel Kramer,68,common,ST,Netherlands,Eredivisie,RKC Waalwijk,42,67,57,59,38,74
Iker Losada,68,common,ST,Spain,LaLiga Santander,RC Celta,64,70,54,70,35,49
Jan Mlakar,68,common,ST,Slovenia,Liga Hrvatska,Hajduk Split,71,69,52,64,25,63
Oliver Burke,68,rare,ST,Scotland,Bundesliga,SV Werder Bremen,88,64,62,66,37,71
Elvir Koljić,68,common,ST,Bosnia Herzegovina,Liga I,Univ. Craiova,57,69,52,61,33,74
Pione Sisto,68,common,LW,Denmark,3F Superliga,FC Midtjylland,71,67,66,72,53,63
Zeki Amdouni,68,common,ST,Switzerland,Credit Suisse Super League,FC Basel 1893,71,71,61,70,46,68
Luca Strizzolo,68,common,ST,Italy,,,69,66,51,65,32,72
Janis Antiste,68,common,ST,France,Serie A TIM,Sassuolo,79,69,51,69,20,56
Matthis Abline,68,common,ST,France,Ligue 1 Uber Eats,Stade Rennais FC,78,70,55,72,23,50
Soufiane Bidaoui,68,common,LW,Morocco,,,79,64,61,75,30,49
Colin Kazim-Richards,68,common,ST,Turkey,Süper Lig,Karagümrük SK,52,71,66,64,34,78
Óscar Barreto,68,common,RW,Colombia,Liga Portugal,Santa Clara,75,62,63,71,33,54
Kevin Quevedo,68,conmebol-sudamericana,RW,Peru,CONMEBOL Sudamericana,FBC Melgar,86,61,64,69,42,61
Connor Mahoney,68,common,RW,England,EFL Championship,Huddersfield,76,62,63,71,38,47
Louis Mafouta,68,common,ST,CAR,Ligue 2 BKT,Quevilly Rouen,77,69,51,66,29,65
Dennis Eckert Ayensa,68,common,ST,Germany,1A Pro League,Union SG,79,66,49,70,27,63
Manu Barreiro,68,common,ST,Spain,LaLiga SmartBank,CD Lugo,55,68,57,66,36,77
Rubén Bentancourt,68,conmebol-libertadores,ST,Uruguay,CONMEBOL Libertadores,Peñarol,75,69,58,64,32,63
Florian Ayé,68,rare,ST,France,Calcio B,Brescia,84,67,54,66,24,72
Davide Marsura,68,rare,LW,Italy,,,86,63,61,70,32,66
Sheyi Ojo,68,common,LW,England,EFL Championship,Cardiff City,78,61,62,69,31,58
Thibo Somers,68,rare,RW,Belgium,1A Pro League,Cercle Brugge,82,64,62,70,33,74
Moïse Sahi,68,common,ST,Mali,,,70,70,58,69,28,58
Mateusz Praszelik,68,rare,CF,Poland,Serie A TIM,Hellas Verona,69,64,70,72,39,63
Husein Balić,68,rare,ST,Austria,LIGA BBVA MX,LASK,90,66,65,68,29,61
Elayis Tavşan,68,rare,RW,Netherlands,Eredivisie,N.E.C. Nijmegen,86,62,60,71,24,58
Sam Vokes,68,rare,ST,Wales,EFL League One,Wycombe,43,71,59,59,43,82
Walter González,68,conmebol-libertadores,ST,Paraguay,CONMEBOL Libertadores,Olimpia,59,68,51,66,30,67
Marko Raguž,68,common,ST,Austria,Österreichische Fußball-Bundesliga,FK Austria Wien,66,66,59,70,22,66
Song Min Kyu,68,common,LW,Korea Republic,K League 1,Jeonbuk Hyundai,79,65,58,70,28,71
Daniel Ciofani,68,common,ST,Italy,,,53,70,44,57,25,66
Róbert Boženík,68,common,ST,Slovakia,Liga Portugal,Boavista FC,74,68,61,67,31,73
James Collins,68,rare,ST,Republic of Ireland,EFL League One,Derby County,60,67,55,65,41,80
Sean Maguire,68,rare,ST,Republic of Ireland,EFL Championship,Preston,87,63,56,72,36,65
Kosta Barbarouses,68,rare,ST,New Zealand,A-League,Well. Phoenix,82,67,62,70,32,72
Claudio Riaño,68,common,ST,Argentina,Liga Profesional de Fútbol,Central Córdoba,70,66,63,68,22,67
David Otto,68,common,ST,Germany,Bundesliga 2,FC St. Pauli,73,68,55,66,27,62
Marko Dugandžić,68,common,ST,Croatia,Liga I,FC Rapid,63,66,40,64,37,74
Christoph Daferner,68,common,ST,Germany,Bundesliga 2,1. FC Nürnberg,61,68,48,64,29,78
Pablo Moreno,68,common,ST,Spain,Liga Portugal,Marítimo,80,67,55,71,26,60
Kwame Peprah,68,common,ST,Ghana,Chinese Football Association Super League,Orlando Pirates,79,72,54,67,35,68
Cephas Malele,68,rare,ST,Switzerland,Liga I,CFR Cluj,83,66,47,66,32,82
Leandro Otormín,68,conmebol-sudamericana,CF,Uruguay,CONMEBOL Sudamericana,Defensa,77,69,65,70,27,57
Jorge Félix,68,common,CF,Spain,PKO Bank Polski Ekstraklasa,Piast Gliwice,72,66,66,70,29,56
Ibrahima Koné,68,common,ST,Mali,Ligue 1 Uber Eats,FC Lorient,77,67,51,65,31,77
Olivier Deman,68,common,RW,Belgium,1A Pro League,Cercle Brugge,77,66,62,70,47,69
Kwasi Wriedt,68,common,ST,Ghana,Bundesliga 2,Holstein Kiel,65,67,57,63,30,75
Anderson Oliveira,68,common,LW,Brazil,Liga Portugal,Portimonense SC,76,60,60,73,29,44
Álvaro Giménez,68,common,ST,Spain,LaLiga Santander,Cádiz CF,70,68,59,65,30,68
Tiago Gouveia,68,common,RW,Portugal,Liga Portugal,Estoril Praia,84,63,57,71,28,54
Garath McCleary,68,rare,RW,Jamaica,EFL League One,Wycombe,77,66,63,69,48,67
Łukasz Zwoliński,68,common,ST,Poland,PKO Bank Polski Ekstraklasa,Lechia Gdańsk,72,68,53,66,27,77
Jonatan Álvez,68,conmebol-sudamericana,ST,Uruguay,CONMEBOL Sudamericana,Unión,71,67,52,62,29,76
Iván Azón,68,rare,ST,Spain,LaLiga SmartBank,R. Zaragoza,66,67,53,63,37,82
Dario Tadić,68,common,ST,Austria,Österreichische Fußball-Bundesliga,TSV Hartberg,65,70,62,67,29,72
Eddie Salcedo,68,rare,CF,Italy,,,75,63,60,76,39,51
Anass Zaroury,68,rare,ST,Belgium,EFL Championship,Burnley,82,66,66,76,27,57
Haji Wright,68,rare,ST,United States,Süper Lig,Antalyaspor,77,68,53,65,22,74
Julien Ngoy,68,rare,ST,Belgium,1A Pro League,KV Mechelen,82,65,58,71,25,69
Enrique Triverio,68,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,The Strongest,39,72,54,66,30,73
Nahki Wells,68,common,ST,Bermuda,EFL Championship,Bristol City,73,68,63,69,43,61
Iván Angulo,68,rare,RW,Colombia,Major League Soccer,Orlando City,86,59,61,71,40,54
Fred Onyedinma,68,rare,LW,Nigeria,EFL Championship,Luton Town,87,62,60,69,43,67
Steffen Tigges,68,rare,ST,Germany,Bundesliga,1. FC Köln,57,67,56,56,43,80
Alfonso Trezza,68,conmebol-libertadores,RW,Uruguay,CONMEBOL Libertadores,Nacional,89,61,60,65,50,67
Mohammed Kamara,68,common,LW,Liberia,Süper Lig,Hatayspor,78,64,57,71,29,67
Sander Svendsen,68,common,LW,Norway,Eliteserien,Viking FK,81,65,62,70,36,63
Armando Sadiku,68,common,ST,Albania,LaLiga SmartBank,FC Cartagena,70,68,50,64,38,70
Eric Ramírez,68,common,ST,Argentina,Liga Profesional de Fútbol,Gimnasia,81,69,61,69,27,56
Ahmed Kutucu,68,common,ST,Turkey,Bundesliga 2,SV Sandhausen,72,68,58,69,41,69
Jon Bautista,68,common,ST,Spain,LaLiga SmartBank,SD Eibar,70,71,56,68,25,62
Etienne Amenyido,68,common,ST,Togo,Bundesliga 2,FC St. Pauli,78,64,58,73,38,71
Kévin Zohi,68,common,LW,Mali,Liga Portugal,FC Vizela,79,65,62,71,25,59
Baptiste Guillaume,68,common,ST,Belgium,Ligue 2 BKT,En Avant Guingamp,50,67,57,69,31,71
Mimoun Mahi,68,common,ST,Morocco,Eredivisie,FC Utrecht,72,69,65,73,35,63
Charlie Wyke,68,common,ST,England,EFL Championship,Wigan Athletic,55,69,57,63,37,76
Marcel Bär,68,rare,ST,Germany,3. Liga,1860 München,84,65,60,67,40,66
Brian White,68,common,ST,United States,Major League Soccer,Whitecaps FC,75,65,51,67,41,71
Percy Liza,68,rare,ST,Peru,Liga Portugal,Marítimo,73,67,62,72,40,65
Marcus Forss,68,common,ST,Finland,EFL Championship,Middlesbrough,74,69,45,64,39,68
Matchoi Djaló,68,rare,RW,Portugal,Liga Portugal,Paços Ferreira,86,55,64,73,38,55
Duncan Watmore,68,common,ST,England,EFL Championship,Middlesbrough,81,67,62,69,36,61
Matías Arezo,68,common,ST,Uruguay,LaLiga SmartBank,Granada CF,66,70,55,69,37,60
Riad Bajić,68,common,ST,Bosnia Herzegovina,Süper Lig,Giresunspor,60,68,54,65,24,64
Darko Churlinov,68,rare,ST,FYR Macedonia,EFL Championship,Burnley,86,67,62,73,51,55
Joaquín Torres,68,rare,CF,Argentina,Major League Soccer,CF Montréal,80,61,62,76,34,48
Mateusz Wdowiak,68,rare,CF,Poland,PKO Bank Polski Ekstraklasa,Raków,91,62,61,69,42,58
Alfie May,68,rare,ST,England,EFL League One,Cheltenham Town,87,67,61,69,39,71
David Ball,68,common,ST,England,A-League,Well. Phoenix,73,66,64,68,52,77
Delano Burgzorg,68,rare,ST,Netherlands,Bundesliga,1. FSV Mainz 05,79,63,56,74,36,68
Julián Carranza,68,common,ST,Argentina,Major League Soccer,Philadelphia,69,67,54,67,41,71
Gabriel Debeljuh,68,rare,ST,Croatia,Liga I,CFR Cluj,64,65,46,62,26,82
Félix Correia,68,common,RW,Portugal,,,83,59,64,73,32,56
Salomón Rodríguez,68,common,ST,Uruguay,Liga Profesional de Fútbol,Godoy Cruz,61,69,52,62,30,68
Valentin Gheorghe,68,rare,LW,Romania,,,87,66,65,68,43,66
Michael Smith,68,rare,ST,England,EFL League One,Sheffield Wed,51,68,56,59,30,81
Khalid Boutaïb,68,common,ST,Morocco,Ligue 2 BKT,Paris FC,50,68,60,67,36,75
Felipe Avenatti,68,rare,ST,Uruguay,1A Pro League,KV Kortrijk,49,66,64,65,43,73
Matías Soulé,68,common,RW,Argentina,,,76,63,67,76,29,43
Jerry Yates,68,common,ST,England,EFL Championship,Blackpool,78,68,56,69,29,68
Carlton Morris,68,common,ST,England,EFL Championship,Luton Town,75,66,50,65,32,73
Martyn Waghorn,68,common,ST,England,EFL Championship,Coventry City,63,69,66,64,33,72
Chris Martin,68,common,ST,Scotland,EFL Championship,Bristol City,34,71,59,63,43,73
Luciano Gondou,68,common,ST,Argentina,Liga Profesional de Fútbol,Sarmiento,62,65,53,63,34,77
Kamil Wilczek,68,common,ST,Poland,PKO Bank Polski Ekstraklasa,Piast Gliwice,53,68,62,66,39,76
